seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XII	282869	282919	51	+	215	15	Promoter	12	282927	283592	666	1	YLR075W	YLR075W_mRNA	-8
XII	283210	283210	1	+	3	1	Exon (YLR075W_mRNA/YLR075W, exon 1 of 1)	12	282927	283592	666	1	YLR075W	YLR075W_mRNA	283
XII	286764	286812	49	+	81	8	Promoter	12	286820	287674	855	1	YLR079W	YLR079W_mRNA	-8
XII	286850	286850	1	+	3	1	Promoter	12	286820	287674	855	1	YLR079W	YLR079W_mRNA	30
XII	287423	287423	1	+	4	1	Promoter	12	287916	289250	1335	1	YLR080W	YLR080W_mRNA	-493
XII	287966	287985	20	+	12	2	Promoter	12	287916	289250	1335	1	YLR080W	YLR080W_mRNA	50
XII	302197	302197	1	+	4	1	Promoter	12	302243	306499	4257	1	YLR086W	YLR086W_mRNA	-46
XII	316075	316086	12	+	11	2	Promoter	12	316107	317951	1845	1	YLR088W	YLR088W_mRNA	-21
XII	320464	320472	9	+	8	2	Promoter	12	320701	322080	1380	1	YLR090W	YLR090W_mRNA	-229
XII	320649	320685	37	+	28	6	Promoter	12	320701	322080	1380	1	YLR090W	YLR090W_mRNA	-16
XII	322227	322227	1	+	4	1	Promoter	12	322297	323178	882	1	YLR091W	YLR091W_mRNA	-70
XII	322276	322276	1	+	3	1	Promoter	12	322297	323178	882	1	YLR091W	YLR091W_mRNA	-21
XII	323361	323361	1	+	4	1	Promoter	12	323544	326225	2682	1	YLR092W	YLR092W_mRNA	-183
XII	332387	332404	18	+	25	5	Promoter	12	332590	336033	3444	1	YLR096W	YLR096W_mRNA	-186
XII	341139	341139	1	+	3	1	Promoter	12	341325	341588	264	1	YLR099W-A	YLR099W-A_mRNA	-186
XII	341289	341304	16	+	42	5	Promoter	12	341325	341588	264	1	YLR099W-A	YLR099W-A_mRNA	-21
XII	341610	341610	1	+	4	1	Promoter	12	341810	342853	1044	1	YLR100W	YLR100W_mRNA	-200
XII	341770	341812	43	+	57	6	Promoter	12	341810	342853	1044	1	YLR100W	YLR100W_mRNA	0
XII	342604	342604	1	+	4	1	Exon (YLR100W_mRNA/YLR100W, exon 1 of 1)	12	341810	342853	1044	1	YLR100W	YLR100W_mRNA	794
XII	346545	346555	11	+	21	2	Promoter	12	346585	346980	396	1	YLR104W	YLR104W_mRNA	-30
XII	364116	364116	1	+	8	1	Promoter	12	364116	365330	1215	1	YLR107W	YLR107W_mRNA	0
XII	364548	364548	1	+	5	1	Exon (YLR107W_mRNA/YLR107W, exon 1 of 1)	12	364116	365330	1215	1	YLR107W	YLR107W_mRNA	432
XII	366235	366235	1	+	5	1	Promoter	12	366235	366346	112	1	snR6	snR6_snRNA	0
XII	367910	367910	1	+	3	1	Promoter	12	368781	369311	531	1	YLR109W	YLR109W_mRNA	-871
XII	368474	368474	1	+	3	1	Promoter	12	368781	369311	531	1	YLR109W	YLR109W_mRNA	-307
XII	368595	368595	1	+	3	1	Promoter	12	368781	369311	531	1	YLR109W	YLR109W_mRNA	-186
XII	368665	368665	1	+	3	1	Promoter	12	368781	369311	531	1	YLR109W	YLR109W_mRNA	-116
XII	368739	368771	33	+	281	8	Promoter	12	368781	369311	531	1	YLR109W	YLR109W_mRNA	-10
XII	368937	368937	1	+	3	1	Exon (YLR109W_mRNA/YLR109W, exon 1 of 1)	12	368781	369311	531	1	YLR109W	YLR109W_mRNA	156
XII	371110	371110	1	+	5	1	Exon (YLR112W_mRNA/YLR112W, exon 1 of 1)	12	370791	371210	420	1	YLR112W	YLR112W_mRNA	319
XII	371138	371169	32	+	19	3	Exon (YLR112W_mRNA/YLR112W, exon 1 of 1)	12	370791	371210	420	1	YLR112W	YLR112W_mRNA	347
XII	371271	371278	8	+	24	3	Promoter	12	371620	372927	1308	1	YLR113W	YLR113W_mRNA	-342
XII	371446	371482	37	+	31	4	Promoter	12	371620	372927	1308	1	YLR113W	YLR113W_mRNA	-138
XII	377961	377968	8	+	6	2	Promoter	12	377985	380564	2580	1	YLR115W	YLR115W_mRNA	-17
XII	378009	378009	1	+	3	1	Promoter	12	377985	380564	2580	1	YLR115W	YLR115W_mRNA	24
XII	380818	380876	59	+	45	9	Promoter	12	380822	382252	1431	1	YLR116W	YLR116W_mRNA	0
XII	385549	385584	36	+	31	5	Promoter	12	385534	386175	642	1	YLR119W	YLR119W_mRNA	15
XII	388556	388581	26	+	20	4	Promoter	12	388672	388773	102	1	YLR120W-A	YLR120W-A_mRNA	-91
XII	388759	388772	14	+	8	2	Promoter	12	388672	388773	102	1	YLR120W-A	YLR120W-A_mRNA	87
XII	388907	388907	1	+	3	1	Distal Intergenic	12	388672	388773	102	1	YLR120W-A	YLR120W-A_mRNA	235
XII	389014	389014	1	+	3	1	Downstream (2-3kb)	12	388672	388773	102	1	YLR120W-A	YLR120W-A_mRNA	342
XII	398482	398482	1	+	4	1	Promoter	12	398530	399433	904	1	YLR128W	YLR128W_mRNA	-48
XII	399617	399633	17	+	9	3	Promoter	12	399657	402488	2832	1	YLR129W	YLR129W_mRNA	-24
XII	408366	408377	12	+	13	2	Promoter	12	408445	410193	1749	1	YLR133W	YLR133W_mRNA	-68
XII	408409	408421	13	+	24	5	Promoter	12	408445	410193	1749	1	YLR133W	YLR133W_mRNA	-24
XII	413178	413178	1	+	4	1	Promoter	12	413281	415527	2247	1	YLR135W	YLR135W_mRNA	-103
XII	413209	413229	21	+	14	4	Promoter	12	413281	415527	2247	1	YLR135W	YLR135W_mRNA	-52
XII	416982	417033	52	+	36	6	Promoter	12	417006	418109	1104	1	YLR137W	YLR137W_mRNA	0
XII	418274	418299	26	+	12	3	Promoter	12	418437	421394	2958	1	YLR138W	YLR138W_mRNA	-138
XII	419879	419879	1	+	4	1	Exon (YLR138W_mRNA/YLR138W, exon 1 of 1)	12	418437	421394	2958	1	YLR138W	YLR138W_mRNA	1442
XII	419951	419951	1	+	6	1	Exon (YLR138W_mRNA/YLR138W, exon 1 of 1)	12	418437	421394	2958	1	YLR138W	YLR138W_mRNA	1514
XII	420279	420279	1	+	3	1	Exon (YLR138W_mRNA/YLR138W, exon 1 of 1)	12	418437	421394	2958	1	YLR138W	YLR138W_mRNA	1842
XII	423650	423672	23	+	13	3	Promoter	12	423683	424774	1092	1	YLR141W	YLR141W_mRNA	-11
XII	425150	425150	1	+	4	1	Promoter	12	425186	426616	1431	1	YLR142W	YLR142W_mRNA	-36
XII	427287	427318	32	+	14	3	Promoter	12	427329	429386	2058	1	YLR143W	YLR143W_mRNA	-11
XII	428905	428905	1	+	3	1	Exon (YLR143W_mRNA/YLR143W, exon 1 of 1)	12	427329	429386	2058	1	YLR143W	YLR143W_mRNA	1576
XII	432138	432170	33	+	49	6	Promoter	12	432168	432773	606	1	YLR145W	YLR145W_mRNA	0
XII	432200	432200	1	+	3	1	Promoter	12	432168	432773	606	1	YLR145W	YLR145W_mRNA	32
XII	433846	433879	34	+	28	4	Promoter	12	433870	434058	189	1	YLR146W-A	YLR146W-A_mRNA	0
XII	434580	434580	1	+	5	1	Promoter	12	434641	437397	2757	1	YLR148W	YLR148W_mRNA	-61
XII	437302	437302	1	+	8	1	Exon (YLR148W_mRNA/YLR148W, exon 1 of 1)	12	434641	437397	2757	1	YLR148W	YLR148W_mRNA	2661
XII	440323	440372	50	+	48	9	Promoter	12	440467	441288	822	1	YLR150W	YLR150W_mRNA	-95
XII	440401	440449	49	+	361	16	Promoter	12	440467	441288	822	1	YLR150W	YLR150W_mRNA	-18
XII	449738	449738	1	+	3	1	Downstream (2-3kb)	12	452438	452623	186	1	YLR154W-A	YLR154W-A_mRNA	-2700
XII	451430	451430	1	+	3	1	Downstream (1-2kb)	12	452438	452623	186	1	YLR154W-A	YLR154W-A_mRNA	-1008
XII	452765	452765	1	+	7	1	Downstream (1-2kb)	12	452438	452623	186	1	YLR154W-A	YLR154W-A_mRNA	327
XII	456619	456619	1	+	3	1	Distal Intergenic	12	455883	456023	141	1	YLR154W-F	YLR154W-F_mRNA	736
XII	456742	456747	6	+	16	3	Distal Intergenic	12	455883	456023	141	1	YLR154W-F	YLR154W-F_mRNA	859
XII	456832	456864	33	+	13	3	Downstream (2-3kb)	12	455883	456023	141	1	YLR154W-F	YLR154W-F_mRNA	949
XII	458769	458792	24	+	36	4	Promoter	12	459676	459796	121	1	RDN5-1	RDN5-1_rRNA	-884
XII	459676	459676	1	+	10	1	Promoter	12	459676	459796	121	1	RDN5-1	RDN5-1_rRNA	0
XII	472708	472708	1	+	7	1	Distal Intergenic	12	472465	472583	119	1	RDN5-3	RDN5-3_rRNA	243
XII	472766	472766	1	+	3	1	Distal Intergenic	12	472465	472583	119	1	RDN5-3	RDN5-3_rRNA	301
XII	485940	485940	1	+	3	1	Distal Intergenic	12	485697	485815	119	1	RDN5-5	RDN5-5_rRNA	243
XII	487758	487758	1	+	3	1	Downstream (1-2kb)	12	488997	489341	345	1	YLR161W	YLR161W_mRNA	-1239
XII	490883	490896	14	+	32	4	Downstream (2-3kb)	12	490406	490594	189	1	YLR162W-A	YLR162W-A_mRNA	477
XII	493529	493529	1	+	3	1	Promoter	12	493883	494389	507	1	YLR164W	YLR164W_mRNA	-354
XII	493564	493564	1	+	3	1	Promoter	12	493883	494389	507	1	YLR164W	YLR164W_mRNA	-319
XII	498854	498946	93	+	607	31	Promoter	12	498947	499405	459	1	YLR167W	YLR167W_mRNA	-1
XII	499002	499016	15	+	6	2	Promoter	12	498947	499405	459	1	YLR167W	YLR167W_mRNA	55
XII	502331	502340	10	+	13	3	Promoter	12	502421	504247	1827	1	YLR173W	YLR173W_mRNA	-81
XII	504387	504390	4	+	12	2	Promoter	12	504591	505829	1239	1	YLR174W	YLR174W_mRNA	-201
XII	506085	506085	1	+	3	1	Promoter	12	506134	507585	1452	1	YLR175W	YLR175W_mRNA	-49
XII	506116	506116	1	+	4	1	Promoter	12	506134	507585	1452	1	YLR175W	YLR175W_mRNA	-18
XII	506815	506815	1	+	8	1	Exon (YLR175W_mRNA/YLR175W, exon 1 of 1)	12	506134	507585	1452	1	YLR175W	YLR175W_mRNA	681
XII	507060	507060	1	+	5	1	Exon (YLR175W_mRNA/YLR175W, exon 1 of 1)	12	506134	507585	1452	1	YLR175W	YLR175W_mRNA	926
XII	507109	507109	1	+	3	1	Exon (YLR175W_mRNA/YLR175W, exon 1 of 1)	12	506134	507585	1452	1	YLR175W	YLR175W_mRNA	975
XII	507151	507154	4	+	10	2	Exon (YLR175W_mRNA/YLR175W, exon 1 of 1)	12	506134	507585	1452	1	YLR175W	YLR175W_mRNA	1017
XII	507182	507189	8	+	8	2	Exon (YLR175W_mRNA/YLR175W, exon 1 of 1)	12	506134	507585	1452	1	YLR175W	YLR175W_mRNA	1048
XII	507265	507318	54	+	33	7	Exon (YLR175W_mRNA/YLR175W, exon 1 of 1)	12	506134	507585	1452	1	YLR175W	YLR175W_mRNA	1131
XII	510350	510364	15	+	14	3	Promoter	12	511054	512940	1887	1	YLR177W	YLR177W_mRNA	-690
XII	510588	510588	1	+	3	1	Promoter	12	511054	512940	1887	1	YLR177W	YLR177W_mRNA	-466
XII	510617	510617	1	+	3	1	Promoter	12	511054	512940	1887	1	YLR177W	YLR177W_mRNA	-437
XII	510651	510651	1	+	3	1	Promoter	12	511054	512940	1887	1	YLR177W	YLR177W_mRNA	-403
XII	510844	510844	1	+	4	1	Promoter	12	511054	512940	1887	1	YLR177W	YLR177W_mRNA	-210
XII	511002	511051	50	+	217	13	Promoter	12	511054	512940	1887	1	YLR177W	YLR177W_mRNA	-3
XII	514091	514091	1	+	5	1	Downstream (2-3kb)	12	515262	516410	1149	1	YLR180W	YLR180W_mRNA	-1171
XII	515151	515151	1	+	3	1	Promoter	12	515262	516410	1149	1	YLR180W	YLR180W_mRNA	-111
XII	515195	515207	13	+	80	4	Promoter	12	515262	516410	1149	1	YLR180W	YLR180W_mRNA	-55
XII	517903	517910	8	+	13	3	Promoter	12	517940	520351	2412	1	YLR182W	YLR182W_mRNA	-30
XII	519532	519532	1	+	4	1	Exon (YLR182W_mRNA/YLR182W, exon 1 of 1)	12	517940	520351	2412	1	YLR182W	YLR182W_mRNA	1592
XII	522614	522687	74	+	340	13	Promoter	12	522663	523288	626	1	YLR185W	YLR185W_mRNA	0
XII	523029	523029	1	+	4	1	Exon (YLR185W_mRNA/YLR185W, exon 2 of 2)	12	522663	523288	626	1	YLR185W	YLR185W_mRNA	366
XII	523559	523589	31	+	45	7	Promoter	12	523632	524390	759	1	YLR186W	YLR186W_mRNA	-43
XII	524634	524646	13	+	15	3	Promoter	12	524865	527945	3081	1	YLR187W	YLR187W_mRNA	-219
XII	528227	528241	15	+	7	2	Promoter	12	528300	530387	2088	1	YLR188W	YLR188W_mRNA	-59
XII	534730	534730	1	+	3	1	Promoter	12	535214	536689	1476	1	YLR190W	YLR190W_mRNA	-484
XII	534812	534836	25	+	37	5	Promoter	12	535214	536689	1476	1	YLR190W	YLR190W_mRNA	-378
XII	534898	534898	1	+	5	1	Promoter	12	535214	536689	1476	1	YLR190W	YLR190W_mRNA	-316
XII	543894	543915	22	+	59	4	Promoter	12	543968	545698	1731	1	YLR196W	YLR196W_mRNA	-53
XII	543945	543945	1	+	4	1	Promoter	12	543968	545698	1731	1	YLR196W	YLR196W_mRNA	-23
XII	545267	545267	1	+	4	1	Promoter	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	-830
XII	545353	545353	1	+	3	1	Promoter	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	-744
XII	545434	545434	1	+	5	1	Promoter	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	-663
XII	545478	545478	1	+	3	1	Promoter	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	-619
XII	546041	546077	37	+	100	6	Promoter	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	-20
XII	547089	547089	1	+	5	1	Exon (YLR197W_mRNA/YLR197W, exon 1 of 1)	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	992
XII	547126	547160	35	+	10	3	Exon (YLR197W_mRNA/YLR197W, exon 1 of 1)	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	1029
XII	547194	547219	26	+	13	3	Exon (YLR197W_mRNA/YLR197W, exon 1 of 1)	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	1097
XII	547267	547278	12	+	14	3	Exon (YLR197W_mRNA/YLR197W, exon 1 of 1)	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	1170
XII	547305	547305	1	+	3	1	Exon (YLR197W_mRNA/YLR197W, exon 1 of 1)	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	1208
XII	547402	547402	1	+	4	1	Exon (YLR197W_mRNA/YLR197W, exon 1 of 1)	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	1305
XII	548932	548997	66	+	257	18	Promoter	12	549012	549356	345	1	YLR200W	YLR200W_mRNA	-15
XII	552240	552256	17	+	143	6	Promoter	12	552270	552605	336	1	YLR204W	YLR204W_mRNA	-14
XII	554408	554408	1	+	5	1	Promoter	12	554578	556419	1842	1	YLR206W	YLR206W_mRNA	-170
XII	554438	554438	1	+	11	1	Promoter	12	554578	556419	1842	1	YLR206W	YLR206W_mRNA	-140
XII	554475	554481	7	+	9	2	Promoter	12	554578	556419	1842	1	YLR206W	YLR206W_mRNA	-97
XII	556026	556026	1	+	4	1	Promoter	12	556788	559289	2502	1	YLR207W	YLR207W_mRNA	-762
XII	556779	556779	1	+	4	1	Promoter	12	556788	559289	2502	1	YLR207W	YLR207W_mRNA	-9
XII	559435	559482	48	+	22	4	Promoter	12	559551	560444	894	1	YLR208W	YLR208W_mRNA	-69
XII	561949	561949	1	+	5	1	Promoter	12	562008	563390	1383	1	YLR210W	YLR210W_mRNA	-59
XII	568404	568404	1	+	5	1	Promoter	12	568567	570627	2061	1	YLR214W	YLR214W_mRNA	-163
XII	568458	568458	1	+	3	1	Promoter	12	568567	570627	2061	1	YLR214W	YLR214W_mRNA	-109
XII	568518	568546	29	+	25	3	Promoter	12	568567	570627	2061	1	YLR214W	YLR214W_mRNA	-21
XII	573956	573978	23	+	23	3	Promoter	12	574151	576337	2187	1	YLR219W	YLR219W_mRNA	-173
XII	576672	576685	14	+	8	2	Promoter	12	576825	577793	969	1	YLR220W	YLR220W_mRNA	-140
XII	586156	586174	19	+	8	2	Promoter	12	586464	587573	1110	1	YLR224W	YLR224W_mRNA	-290
XII	586266	586266	1	+	3	1	Promoter	12	586464	587573	1110	1	YLR224W	YLR224W_mRNA	-198
XII	586308	586329	22	+	28	5	Promoter	12	586464	587573	1110	1	YLR224W	YLR224W_mRNA	-135
XII	589308	589318	11	+	19	2	Promoter	12	589354	590541	1188	1	YLR226W	YLR226W_mRNA	-36
XII	595569	595569	1	+	4	1	Exon (YLR227W-B/YLR227W-B, exon 1 of 1)	12	593438	598706	5269	1	YLR227W-B	YLR227W-B	2131
XII	596628	596645	18	+	8	2	Exon (YLR227W-B/YLR227W-B, exon 1 of 1)	12	593438	598706	5269	1	YLR227W-B	YLR227W-B	3190
XII	596787	596787	1	+	3	1	Exon (YLR227W-B/YLR227W-B, exon 1 of 1)	12	593438	598706	5269	1	YLR227W-B	YLR227W-B	3349
XII	597079	597079	1	+	3	1	Exon (YLR227W-B/YLR227W-B, exon 1 of 1)	12	593438	598706	5269	1	YLR227W-B	YLR227W-B	3641
XII	603778	603778	1	+	4	1	Promoter	12	604574	604879	306	1	YLR230W	YLR230W_mRNA	-796
XII	603882	603882	1	+	7	1	Promoter	12	604574	604879	306	1	YLR230W	YLR230W_mRNA	-692
XII	609719	609743	25	+	6	2	Promoter	12	609783	611753	1971	1	YLR234W	YLR234W_mRNA	-40
XII	614677	614696	20	+	17	3	Promoter	12	614755	616191	1437	1	YLR238W	YLR238W_mRNA	-59
XII	620405	620422	18	+	27	4	Promoter	12	620473	622821	2349	1	YLR241W	YLR241W_mRNA	-51
XII	624098	624173	76	+	76	11	Promoter	12	624203	625021	819	1	YLR243W	YLR243W_mRNA	-30
XII	625952	625952	1	+	4	1	Downstream (2-3kb)	12	627118	628197	1080	1	YLR246W	YLR246W_mRNA	-1166
XII	626498	626501	4	+	7	2	Promoter	12	627118	628197	1080	1	YLR246W	YLR246W_mRNA	-617
XII	626530	626532	3	+	9	2	Promoter	12	627118	628197	1080	1	YLR246W	YLR246W_mRNA	-586
XII	626575	626575	1	+	4	1	Promoter	12	627118	628197	1080	1	YLR246W	YLR246W_mRNA	-543
XII	627108	627108	1	+	7	1	Promoter	12	627118	628197	1080	1	YLR246W	YLR246W_mRNA	-10
XII	633662	633698	37	+	27	6	Promoter	12	634252	636084	1833	1	YLR248W	YLR248W_mRNA	-554
XII	633736	633757	22	+	29	6	Promoter	12	634252	636084	1833	1	YLR248W	YLR248W_mRNA	-495
XII	634203	634203	1	+	5	1	Promoter	12	634252	636084	1833	1	YLR248W	YLR248W_mRNA	-49
XII	636740	636769	30	+	123	5	Promoter	12	636780	639914	3135	1	YLR249W	YLR249W_mRNA	-11
XII	637245	637245	1	+	3	1	Exon (YLR249W_mRNA/YLR249W, exon 1 of 1)	12	636780	639914	3135	1	YLR249W	YLR249W_mRNA	465
XII	637446	637446	1	+	3	1	Exon (YLR249W_mRNA/YLR249W, exon 1 of 1)	12	636780	639914	3135	1	YLR249W	YLR249W_mRNA	666
XII	637847	637847	1	+	3	1	Exon (YLR249W_mRNA/YLR249W, exon 1 of 1)	12	636780	639914	3135	1	YLR249W	YLR249W_mRNA	1067
XII	638643	638643	1	+	3	1	Exon (YLR249W_mRNA/YLR249W, exon 1 of 1)	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-1674
XII	638832	638832	1	+	3	1	Exon (YLR249W_mRNA/YLR249W, exon 1 of 1)	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-1485
XII	638880	638880	1	+	4	1	Exon (YLR249W_mRNA/YLR249W, exon 1 of 1)	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-1437
XII	639265	639265	1	+	5	1	Exon (YLR249W_mRNA/YLR249W, exon 1 of 1)	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-1052
XII	639325	639325	1	+	4	1	Promoter	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-992
XII	639366	639393	28	+	12	3	Promoter	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-924
XII	639422	639520	99	+	47	12	Promoter	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-797
XII	639551	639565	15	+	18	4	Promoter	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-752
XII	639599	639621	23	+	6	2	Promoter	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-696
XII	639670	639680	11	+	8	2	Promoter	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-637
XII	639720	639720	1	+	3	1	Promoter	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-597
XII	640246	640273	28	+	26	3	Promoter	12	640317	641021	705	1	YLR250W	YLR250W_mRNA	-44
XII	641334	641340	7	+	16	3	Promoter	12	641464	642057	594	1	YLR251W	YLR251W_mRNA	-124
XII	641367	641367	1	+	4	1	Promoter	12	641464	642057	594	1	YLR251W	YLR251W_mRNA	-97
XII	642544	642570	27	+	9	2	Promoter	12	642627	644336	1710	1	YLR253W	YLR253W_mRNA	-57
XII	645813	645813	1	+	4	1	Promoter	12	646415	650923	4509	1	YLR256W	YLR256W_mRNA	-602
XII	646115	646152	38	+	62	9	Promoter	12	646415	650923	4509	1	YLR256W	YLR256W_mRNA	-263
XII	655281	655281	1	+	6	1	Distal Intergenic	12	658826	659791	966	1	YLR257W	YLR257W_mRNA	-3545
XII	655404	655407	4	+	6	2	Distal Intergenic	12	658826	659791	966	1	YLR257W	YLR257W_mRNA	-3419
XII	657328	657328	1	+	3	1	Downstream (2-3kb)	12	658826	659791	966	1	YLR257W	YLR257W_mRNA	-1498
XII	658501	658501	1	+	3	1	Promoter	12	658826	659791	966	1	YLR257W	YLR257W_mRNA	-325
XII	658583	658692	110	+	169	14	Promoter	12	658826	659791	966	1	YLR257W	YLR257W_mRNA	-134
XII	658990	658990	1	+	4	1	Exon (YLR257W_mRNA/YLR257W, exon 1 of 1)	12	658826	659791	966	1	YLR257W	YLR257W_mRNA	164
XII	659129	659129	1	+	3	1	Exon (YLR257W_mRNA/YLR257W, exon 1 of 1)	12	658826	659791	966	1	YLR257W	YLR257W_mRNA	303
XII	659300	659318	19	+	10	3	Exon (YLR257W_mRNA/YLR257W, exon 1 of 1)	12	658826	659791	966	1	YLR257W	YLR257W_mRNA	474
XII	659428	659475	48	+	12	3	Exon (YLR257W_mRNA/YLR257W, exon 1 of 1)	12	658826	659791	966	1	YLR257W	YLR257W_mRNA	602
XII	660635	660701	67	+	114	10	Promoter	12	660716	662833	2118	1	YLR258W	YLR258W_mRNA	-15
XII	662218	662218	1	+	3	1	Exon (YLR258W_mRNA/YLR258W, exon 1 of 1)	12	660716	662833	2118	1	YLR258W	YLR258W_mRNA	1502
XII	665679	665762	84	+	65	10	Promoter	12	665844	667907	2064	1	YLR260W	YLR260W_mRNA	-82
XII	673109	673109	1	+	10	1	Promoter	12	673131	673334	204	1	YLR264W	YLR264W_mRNA	-22
XII	678142	678144	3	+	8	2	Promoter	12	678212	679924	1713	1	YLR267W	YLR267W_mRNA	-68
XII	680149	680161	13	+	12	2	Promoter	12	680200	680844	645	1	YLR268W	YLR268W_mRNA	-39
XII	681077	681121	45	+	19	4	Promoter	12	681186	682238	1053	1	YLR270W	YLR270W_mRNA	-65
XII	682395	682424	30	+	12	3	Promoter	12	682737	683561	825	1	YLR271W	YLR271W_mRNA	-313
XII	682564	682588	25	+	24	3	Promoter	12	682737	683561	825	1	YLR271W	YLR271W_mRNA	-149
XII	682749	682749	1	+	5	1	Promoter	12	682737	683561	825	1	YLR271W	YLR271W_mRNA	12
XII	683031	683031	1	+	4	1	Exon (YLR271W_mRNA/YLR271W, exon 1 of 1)	12	682737	683561	825	1	YLR271W	YLR271W_mRNA	294
XII	691516	691550	35	+	32	4	Promoter	12	691555	693882	2328	1	YLR274W	YLR274W_mRNA	-5
XII	694320	694359	40	+	54	9	Promoter	12	694378	694800	423	1	YLR275W	YLR275W_mRNA	-19
XII	704847	704847	1	+	4	1	Promoter	12	705186	706130	945	1	YLR283W	YLR283W_mRNA	-339
XII	705154	705188	35	+	34	5	Promoter	12	705186	706130	945	1	YLR283W	YLR283W_mRNA	0
XII	707326	707354	29	+	66	7	Promoter	12	707360	708145	786	1	YLR285W	YLR285W_mRNA	-6
XII	715033	715079	47	+	21	5	Promoter	12	715089	717026	1938	1	YLR289W	YLR289W_mRNA	-10
XII	723886	723895	10	+	10	2	Promoter	12	724044	724433	390	1	YLR297W	YLR297W_mRNA	-149
XII	723930	723953	24	+	10	3	Promoter	12	724044	724433	390	1	YLR297W	YLR297W_mRNA	-91
XII	725890	725890	1	+	3	1	Promoter	12	726069	728051	1983	1	YLR299W	YLR299W_mRNA	-179
XII	728835	728859	25	+	48	8	Promoter	12	728955	730301	1347	1	YLR300W	YLR300W_mRNA	-96
XII	730771	730805	35	+	23	4	Promoter	12	730825	731559	735	1	YLR301W	YLR301W_mRNA	-20
XII	732347	732347	1	+	4	1	Promoter	12	732542	733876	1335	1	YLR303W	YLR303W_mRNA	-195
XII	732486	732504	19	+	42	4	Promoter	12	732542	733876	1335	1	YLR303W	YLR303W_mRNA	-38
XII	744069	744069	1	+	3	1	Promoter	12	744151	744851	701	1	YLR306W	YLR306W_mRNA	-82
XII	744125	744141	17	+	11	3	Promoter	12	744151	744851	701	1	YLR306W	YLR306W_mRNA	-10
XII	757354	757354	1	+	4	1	Downstream (2-3kb)	12	759480	760241	762	1	YLR312W-A	YLR312W-A_mRNA	-2126
XII	759446	759468	23	+	12	3	Promoter	12	759480	760241	762	1	YLR312W-A	YLR312W-A_mRNA	-12
XII	771894	771894	1	+	3	1	Promoter	12	771940	776304	4365	1	YLR320W	YLR320W_mRNA	-46
XII	771934	771934	1	+	4	1	Promoter	12	771940	776304	4365	1	YLR320W	YLR320W_mRNA	-6
XII	779144	779148	5	+	10	2	Promoter	12	779215	780786	1572	1	YLR324W	YLR324W_mRNA	-67
XII	782012	782024	13	+	10	2	Promoter	12	782174	782896	723	1	YLR326W	YLR326W_mRNA	-150
XII	782057	782099	43	+	22	5	Promoter	12	782174	782896	723	1	YLR326W	YLR326W_mRNA	-75
XII	782146	782146	1	+	3	1	Promoter	12	782174	782896	723	1	YLR326W	YLR326W_mRNA	-28
XII	784702	784702	1	+	4	1	Promoter	12	784913	786118	1206	1	YLR328W	YLR328W_mRNA	-211
XII	784803	784803	1	+	6	1	Promoter	12	784913	786118	1206	1	YLR328W	YLR328W_mRNA	-110
XII	784849	784849	1	+	3	1	Promoter	12	784913	786118	1206	1	YLR328W	YLR328W_mRNA	-64
XII	787606	787656	51	+	122	7	Promoter	12	787664	789679	2016	1	YLR330W	YLR330W_mRNA	-8
XII	790254	790254	1	+	9	1	Promoter	12	790676	791806	1131	1	YLR332W	YLR332W_mRNA	-422
XII	790305	790330	26	+	11	3	Promoter	12	790676	791806	1131	1	YLR332W	YLR332W_mRNA	-346
XII	790372	790372	1	+	4	1	Promoter	12	790676	791806	1131	1	YLR332W	YLR332W_mRNA	-304
XII	797400	797421	22	+	17	3	Promoter	12	797430	799592	2163	1	YLR335W	YLR335W_mRNA	-9
XII	805818	805853	36	+	169	7	Promoter	12	805887	806825	939	1	YLR340W	YLR340W_mRNA	-34
XII	805884	805900	17	+	7	2	Promoter	12	805887	806825	939	1	YLR340W	YLR340W_mRNA	0
